Name,Slug,Submissions,Accuracy,QuestionURL,Platform
Save The Princess,SHIRO,226,39.25,https://www.codechef.com/problems/SHIRO,Codechef
Chef and Segments,CHMOD,238,15.88,https://www.codechef.com/problems/CHMOD,Codechef
Ciel and Tomya,CIELTOMY,239,32.49,https://www.codechef.com/problems/CIELTOMY,Codechef
Sridhar Likes Travelling,TOURMAP,239,25.51,https://www.codechef.com/problems/TOURMAP,Codechef
Forgot Password,FORGETPW,240,21.19,https://www.codechef.com/problems/FORGETPW,Codechef
Cleaning Tables,CLETAB,240,22.22,https://www.codechef.com/problems/CLETAB,Codechef
Petersen Graph,PETERSEN,241,33.74,https://www.codechef.com/problems/PETERSEN,Codechef
Chef and Strange Formula,STFM,242,13.77,https://www.codechef.com/problems/STFM,Codechef
Remy paints the fence,FATCHEF,243,21.94,https://www.codechef.com/problems/FATCHEF,Codechef
Na2a and lucky stone,LCKYST,251,32.51,https://www.codechef.com/problems/LCKYST,Codechef
Chef and Polygons,CHPLGNS,253,27,https://www.codechef.com/problems/CHPLGNS,Codechef
Subtraction Game 2,AMSGAME2,254,32.03,https://www.codechef.com/problems/AMSGAME2,Codechef
A New Number System,ACMKANPD,258,25.59,https://www.codechef.com/problems/ACMKANPD,Codechef
Strategy for the World Cup,WORLDCUP,259,29.73,https://www.codechef.com/problems/WORLDCUP,Codechef
Sum of pairs,PAIRSUM,263,15.37,https://www.codechef.com/problems/PAIRSUM,Codechef
Tree Product,TPRODUCT,263,16.33,https://www.codechef.com/problems/TPRODUCT,Codechef
Garden Game,SGARDEN,264,18.18,https://www.codechef.com/problems/SGARDEN,Codechef
Churu and lost string,CLOST,264,21.99,https://www.codechef.com/problems/CLOST,Codechef
Alok-nath and His Sanskars,SANSKAR,269,13.52,https://www.codechef.com/problems/SANSKAR,Codechef
Sereja and ASum,LFEB14B,270,37.56,https://www.codechef.com/problems/LFEB14B,Codechef
Cool Guys,COOLGUYS,276,25.7,https://www.codechef.com/problems/COOLGUYS,Codechef
Ciel and New Menu,CIEL8STR,279,19.84,https://www.codechef.com/problems/CIEL8STR,Codechef
Digit Rotation,DIGROT,280,18.27,https://www.codechef.com/problems/DIGROT,Codechef
Chef Goes Through Segments,GERALD03,280,34.47,https://www.codechef.com/problems/GERALD03,Codechef
Lucy and the Number Game,NUMBERS,281,25.83,https://www.codechef.com/problems/NUMBERS,Codechef
Remember the recipe,TWSTR,283,35.38,https://www.codechef.com/problems/TWSTR,Codechef
Chef and Cube,CHCUBE,286,32.82,https://www.codechef.com/problems/CHCUBE,Codechef
Lyra and the Alethiometer,ALETHIO,294,23.16,https://www.codechef.com/problems/ALETHIO,Codechef
Let us play with rank list,RANKLIST,297,32.88,https://www.codechef.com/problems/RANKLIST,Codechef
Chef and Reversing,REVERSE,300,27.68,https://www.codechef.com/problems/REVERSE,Codechef
Book Exercises,BEX,301,15.04,https://www.codechef.com/problems/BEX,Codechef
Product of divisors,D1,308,6.71,https://www.codechef.com/problems/D1,Codechef
Range of Data,DRANGE,308,14.93,https://www.codechef.com/problems/DRANGE,Codechef
Predictopus,PREDICT,312,44.26,https://www.codechef.com/problems/PREDICT,Codechef
Make Him Happy,TWODOGS,313,22.31,https://www.codechef.com/problems/TWODOGS,Codechef
Barcelona Gameplay Tactics,FCBARCA,314,34.48,https://www.codechef.com/problems/FCBARCA,Codechef
How to Minimize a String,DIVGOLD,314,22.09,https://www.codechef.com/problems/DIVGOLD,Codechef
My Fair Coins,CSUMD,317,32.96,https://www.codechef.com/problems/CSUMD,Codechef
Mike and Matrices ,MIKE1,319,38.38,https://www.codechef.com/problems/MIKE1,Codechef
Let us construct palindrome,PRPALN,322,22.02,https://www.codechef.com/problems/PRPALN,Codechef
Johnny and the Beanstalk,A2,328,33.47,https://www.codechef.com/problems/A2,Codechef
Kingdom Unity,KINGCON,329,25.35,https://www.codechef.com/problems/KINGCON,Codechef
Dessert Wizard,DELISH,330,27.84,https://www.codechef.com/problems/DELISH,Codechef
Levy Conjecture,LEVY,335,29.61,https://www.codechef.com/problems/LEVY,Codechef
Event Organizer,MAXCOMP,336,39.69,https://www.codechef.com/problems/MAXCOMP,Codechef
A Plus B Again!,TAAPLUSB,336,43.83,https://www.codechef.com/problems/TAAPLUSB,Codechef
CAO Stage-1,CAOS1,339,43.61,https://www.codechef.com/problems/CAOS1,Codechef
Chef and Equality,CHEFEQ,340,37.31,https://www.codechef.com/problems/CHEFEQ,Codechef
Chef and Digits,ADIGIT,349,19.56,https://www.codechef.com/problems/ADIGIT,Codechef
Team Split,TMSLT,352,19.91,https://www.codechef.com/problems/TMSLT,Codechef
The Leaking Robot,CRAWA,353,27.63,https://www.codechef.com/problems/CRAWA,Codechef
"DevuLand, Dinosaurs and Laddus",PRLADDU,353,34.69,https://www.codechef.com/problems/PRLADDU,Codechef
Chef and Integers ,INTEG,362,18.76,https://www.codechef.com/problems/INTEG,Codechef
Chef and Interview,CHEFLCM,367,30.17,https://www.codechef.com/problems/CHEFLCM,Codechef
Set Difference ,SETDIFF,368,23.94,https://www.codechef.com/problems/SETDIFF,Codechef
Home Delivery,HDELIVER,374,29.64,https://www.codechef.com/problems/HDELIVER,Codechef
Chef and Memory Limit,CBARG,374,35.61,https://www.codechef.com/problems/CBARG,Codechef
Climbing Stairs,CLMBSTRS,375,34.1,https://www.codechef.com/problems/CLMBSTRS,Codechef
Chef and Notebooks,CNOTE,389,32.28,https://www.codechef.com/problems/CNOTE,Codechef
Fun with Rotation,ROTATION,391,29.7,https://www.codechef.com/problems/ROTATION,Codechef
Superpowers of 2,SPOTWO,394,35.55,https://www.codechef.com/problems/SPOTWO,Codechef
Permutation Shuffle,PERMSUFF,396,24.3,https://www.codechef.com/problems/PERMSUFF,Codechef
Distribute idlis Equally,EQIDLIS,400,28.8,https://www.codechef.com/problems/EQIDLIS,Codechef
Little Elephant and Subarrays,SUBMIN,400,47.17,https://www.codechef.com/problems/SUBMIN,Codechef
Bon Appetit,FGFS,401,23.23,https://www.codechef.com/problems/FGFS,Codechef
Gravel,SPREAD,404,19.35,https://www.codechef.com/problems/SPREAD,Codechef
Matrix Again,RRMTRX2,413,33.88,https://www.codechef.com/problems/RRMTRX2,Codechef
Word Couting,WCOUNT,417,31.05,https://www.codechef.com/problems/WCOUNT,Codechef
Chef and Prime Divisors,CHAPD,417,22.18,https://www.codechef.com/problems/CHAPD,Codechef
Chef and Walking on the rectangle ,CHRECT,418,43.55,https://www.codechef.com/problems/CHRECT,Codechef
Misinterpretation,MISINTER,422,48.97,https://www.codechef.com/problems/MISINTER,Codechef
Magical Girl and Colored Liquid Potions,PRPOTION,430,42.96,https://www.codechef.com/problems/PRPOTION,Codechef
Chef team,CHEFTEAM,432,15.24,https://www.codechef.com/problems/CHEFTEAM,Codechef
Chef of the Year,CVOTE,434,42.28,https://www.codechef.com/problems/CVOTE,Codechef
Chef and Left-Right,CHEFLR,438,29,https://www.codechef.com/problems/CHEFLR,Codechef
Chef and Chain,CHEFCH,442,38.9,https://www.codechef.com/problems/CHEFCH,Codechef
Garden Squares,GARDENSQ,452,47.22,https://www.codechef.com/problems/GARDENSQ,Codechef
Ciel Numbers II,CIELNUM2,454,20.09,https://www.codechef.com/problems/CIELNUM2,Codechef
Matchsticks,MSTICK,454,20.15,https://www.codechef.com/problems/MSTICK,Codechef
Polo the Penguin and the Numbers,PPNUM,454,23.72,https://www.codechef.com/problems/PPNUM,Codechef
A Prime Conjecture,PRIMES2,456,27.5,https://www.codechef.com/problems/PRIMES2,Codechef
Chef and the Cake I,CAKE1AM,458,37.65,https://www.codechef.com/problems/CAKE1AM,Codechef
Equality,EQUALITY,467,51.71,https://www.codechef.com/problems/EQUALITY,Codechef
Funny Marbles,MARBLEGF,469,26.01,https://www.codechef.com/problems/MARBLEGF,Codechef
Reach The Point,RETPO,487,34.2,https://www.codechef.com/problems/RETPO,Codechef
Painting,PNTNG,488,31.71,https://www.codechef.com/problems/PNTNG,Codechef
Broken Telephone,BROKPHON,489,53.53,https://www.codechef.com/problems/BROKPHON,Codechef
Chef and new recipe,CHEFRP,490,33.83,https://www.codechef.com/problems/CHEFRP,Codechef
Little Elephant and Lemonade,LELEMON,495,48.85,https://www.codechef.com/problems/LELEMON,Codechef
Harrenhal,HHAL,495,48.88,https://www.codechef.com/problems/HHAL,Codechef
Palindrome,TAPALIN,499,34.65,https://www.codechef.com/problems/TAPALIN,Codechef
Gcd Queries,GCDQ,501,29.4,https://www.codechef.com/problems/GCDQ,Codechef
Dish Owner,DISHOWN,509,21.11,https://www.codechef.com/problems/DISHOWN,Codechef
Pizza Delivery,DBOY,514,32.22,https://www.codechef.com/problems/DBOY,Codechef
Fierce Battles,DRGNBOOL,524,53.79,https://www.codechef.com/problems/DRGNBOOL,Codechef
Maxim and Dividers,MAANDI,530,43.75,https://www.codechef.com/problems/MAANDI,Codechef
Kisses & Hugs,CKISSHUG,537,28.93,https://www.codechef.com/problems/CKISSHUG,Codechef
Square Digit Squares,SDSQUARE,539,25.57,https://www.codechef.com/problems/SDSQUARE,Codechef
Delivery Boy,HOMDEL,551,45.56,https://www.codechef.com/problems/HOMDEL,Codechef
XOR with Subset,XORSUB,554,32.51,https://www.codechef.com/problems/XORSUB,Codechef
Magic Rankings,MGCRNK,558,30.37,https://www.codechef.com/problems/MGCRNK,Codechef
Missing some chairs,MCHAIRS,561,35.32,https://www.codechef.com/problems/MCHAIRS,Codechef
The White Knight,E1,564,23.04,https://www.codechef.com/problems/E1,Codechef
Poker,POKER,565,31.05,https://www.codechef.com/problems/POKER,Codechef
Money Transformation,MONTRANS,575,29.83,https://www.codechef.com/problems/MONTRANS,Codechef
Approximately II,APPROX2,579,26.8,https://www.codechef.com/problems/APPROX2,Codechef
Guessing Game,GUESS,581,36.18,https://www.codechef.com/problems/GUESS,Codechef
Chef and Digit Jumps,DIGJUMP,589,20.93,https://www.codechef.com/problems/DIGJUMP,Codechef
Strange Matrix,RRMATRIX,592,32.64,https://www.codechef.com/problems/RRMATRIX,Codechef
Chef and Frogs,FROGV,602,22.58,https://www.codechef.com/problems/FROGV,Codechef
Puppy and game,PUPPYGM,614,54.31,https://www.codechef.com/problems/PUPPYGM,Codechef
Count K-Primes,KPRIME,615,24.74,https://www.codechef.com/problems/KPRIME,Codechef
Chef and Apple Trees,CAPPLE,621,51.17,https://www.codechef.com/problems/CAPPLE,Codechef
The Probability Of Winning,PROB,622,60.75,https://www.codechef.com/problems/PROB,Codechef
Maximize Disjoint Pair Sum,SUMPAIR,626,37.51,https://www.codechef.com/problems/SUMPAIR,Codechef
Chef and Stones,CHEFSTON,627,34.03,https://www.codechef.com/problems/CHEFSTON,Codechef
Distinct Characters Subsequence,DISCHAR,637,53.5,https://www.codechef.com/problems/DISCHAR,Codechef
Counting Flags,FLAGS,655,46.83,https://www.codechef.com/problems/FLAGS,Codechef
Subanagrams,SUBANAGR,660,46.04,https://www.codechef.com/problems/SUBANAGR,Codechef
Andrew and the Meatballs again,AMMEAT2,662,45.03,https://www.codechef.com/problems/AMMEAT2,Codechef
Granama Recipes,GRANAMA,686,32.15,https://www.codechef.com/problems/GRANAMA,Codechef
Gift Rift,SAD,690,37.52,https://www.codechef.com/problems/SAD,Codechef
Many Chefs,MANYCHEF,695,39.37,https://www.codechef.com/problems/MANYCHEF,Codechef
Resistance,RESIST,715,50.1,https://www.codechef.com/problems/RESIST,Codechef
Hello Hello,HELLO,717,34.77,https://www.codechef.com/problems/HELLO,Codechef
Pairing Chefs,PAIRING,726,56.27,https://www.codechef.com/problems/PAIRING,Codechef
Polo the Penguin and the Test,PPTEST,729,43.9,https://www.codechef.com/problems/PPTEST,Codechef
Am I a Fibonacci Number,AMIFIB,731,21.38,https://www.codechef.com/problems/AMIFIB,Codechef
Last Digit Sum,LASTDIG,740,17.62,https://www.codechef.com/problems/LASTDIG,Codechef
Chef and the XORed Number ,XORNUBER,740,40.03,https://www.codechef.com/problems/XORNUBER,Codechef
Helping Lira,HELPLIRA,743,32.58,https://www.codechef.com/problems/HELPLIRA,Codechef
Tojo hates probabilities,ANUTHM,747,57.88,https://www.codechef.com/problems/ANUTHM,Codechef
Chef and Girlfriend,GERALD04,758,36.64,https://www.codechef.com/problems/GERALD04,Codechef
Sherlock and the Grid,GRID,768,32.55,https://www.codechef.com/problems/GRID,Codechef
Little Chef and Numbers,PROSUM,771,23.85,https://www.codechef.com/problems/PROSUM,Codechef
Chef and Ground,CHEFGR,773,35.53,https://www.codechef.com/problems/CHEFGR,Codechef
Compilers and parsers,COMPILER,780,32.84,https://www.codechef.com/problems/COMPILER,Codechef
Daily Train,DAILY,790,49.89,https://www.codechef.com/problems/DAILY,Codechef
Internet Media Types,MIME2,794,36.18,https://www.codechef.com/problems/MIME2,Codechef
Fire Escape Routes,FIRESC,800,31.58,https://www.codechef.com/problems/FIRESC,Codechef
Longest Common Pattern,LCPESY,862,36.45,https://www.codechef.com/problems/LCPESY,Codechef
Three Different Numbers,THREEDIF,871,32.84,https://www.codechef.com/problems/THREEDIF,Codechef
Name Reduction,NAME1,872,37.25,https://www.codechef.com/problems/NAME1,Codechef
The Army,ANUARM,912,42.13,https://www.codechef.com/problems/ANUARM,Codechef
Chef and easy problem,CHEFA,915,35.12,https://www.codechef.com/problems/CHEFA,Codechef
Code,RRCODE,920,23.14,https://www.codechef.com/problems/RRCODE,Codechef
Chef and Kingship,KINGSHIP,952,45.39,https://www.codechef.com/problems/KINGSHIP,Codechef
Arranging the Appetizers,ARRANGE,963,51.65,https://www.codechef.com/problems/ARRANGE,Codechef
Paying up,A1,965,48.27,https://www.codechef.com/problems/A1,Codechef
Lack of Logic,NOLOGIC,975,34.79,https://www.codechef.com/problems/NOLOGIC,Codechef
Spoon in Matrix,SPOON,989,40.19,https://www.codechef.com/problems/SPOON,Codechef
A Simple Equation,EQUATION,1002,24.34,https://www.codechef.com/problems/EQUATION,Codechef
Minimum Distance,CIELDIST,1002,37.91,https://www.codechef.com/problems/CIELDIST,Codechef
Little Elephant and Divisors,LEDIV,1009,20.3,https://www.codechef.com/problems/LEDIV,Codechef
Shortest Path in Binary Trees,BINTREE,1011,56.99,https://www.codechef.com/problems/BINTREE,Codechef
Chef and Subarray,CHEFZOT,1046,47.55,https://www.codechef.com/problems/CHEFZOT,Codechef
Reversing directions,DIRECTI,1049,47.22,https://www.codechef.com/problems/DIRECTI,Codechef
Approximately,APPROX,1063,54.78,https://www.codechef.com/problems/APPROX,Codechef
Stone,RRSTONE,1065,23.92,https://www.codechef.com/problems/RRSTONE,Codechef
Correctness of Knight Move,KNIGHTMV,1092,24.17,https://www.codechef.com/problems/KNIGHTMV,Codechef
Chef and Gift,PRGIFT,1144,25.59,https://www.codechef.com/problems/PRGIFT,Codechef
Suraj goes shopping,ANUBTG,1165,51.14,https://www.codechef.com/problems/ANUBTG,Codechef
Count Substrings,CSUB,1206,33.89,https://www.codechef.com/problems/CSUB,Codechef
The Morning Commute,COMMUTE,1219,52.21,https://www.codechef.com/problems/COMMUTE,Codechef
Andrew and the Meatballs,AMMEAT,1222,29.5,https://www.codechef.com/problems/AMMEAT,Codechef
Row and Column Operations,ROWCOLOP,1253,39.18,https://www.codechef.com/problems/ROWCOLOP,Codechef
Walk,WALK,1266,42.64,https://www.codechef.com/problems/WALK,Codechef
Subarray GCD,SUBGCD,1286,44.6,https://www.codechef.com/problems/SUBGCD,Codechef
Fit to Play,PLAYFIT,1317,30.63,https://www.codechef.com/problems/PLAYFIT,Codechef
Sum Queries,RRSUM,1343,40.05,https://www.codechef.com/problems/RRSUM,Codechef
Walk on the Axis,ANUWTA,1370,40.23,https://www.codechef.com/problems/ANUWTA,Codechef
Chopsticks,TACHSTCK,1380,39.62,https://www.codechef.com/problems/TACHSTCK,Codechef
The Minimum Number Of Moves,SALARY,1391,43.84,https://www.codechef.com/problems/SALARY,Codechef
Attic Crossing,ATTIC,1419,51.4,https://www.codechef.com/problems/ATTIC,Codechef
Please like me,PLZLYKME,1446,29.88,https://www.codechef.com/problems/PLZLYKME,Codechef
The Way to a Friends House Is Never Too Long,POINTS,1480,24.63,https://www.codechef.com/problems/POINTS,Codechef
Little Elephant and Strings,LUCKYSTR,1482,53.22,https://www.codechef.com/problems/LUCKYSTR,Codechef
Recipe Reconstruction,RRECIPE,1490,34.63,https://www.codechef.com/problems/RRECIPE,Codechef
Lucky Long,LUCKY5,1520,50.05,https://www.codechef.com/problems/LUCKY5,Codechef
Code Crazy Minions,NOCODING,1546,56.74,https://www.codechef.com/problems/NOCODING,Codechef
Not a Triangle,NOTATRI,1569,23.69,https://www.codechef.com/problems/NOTATRI,Codechef
Johnny and the Beanstalk,MARCHA2,1605,27.93,https://www.codechef.com/problems/MARCHA2,Codechef
Farmer Feb,POTATOES,1643,58.43,https://www.codechef.com/problems/POTATOES,Codechef
Popular Rice Recipe,TIDRICE,1722,52.49,https://www.codechef.com/problems/TIDRICE,Codechef
Magic Pairs,ALEXNUMB,1740,33.68,https://www.codechef.com/problems/ALEXNUMB,Codechef
Copy-Paste,RRCOPY,1757,50.59,https://www.codechef.com/problems/RRCOPY,Codechef
The Ball And Cups,TAVISUAL,1796,47.59,https://www.codechef.com/problems/TAVISUAL,Codechef
Chef-jumping,OJUMPS,1821,45.55,https://www.codechef.com/problems/OJUMPS,Codechef
Tourist Translations,TOTR,1854,58.46,https://www.codechef.com/problems/TOTR,Codechef
Divide the Cake,ANUDTC,1887,52.19,https://www.codechef.com/problems/ANUDTC,Codechef
Dividing Stamps,DIVIDING,1969,48.68,https://www.codechef.com/problems/DIVIDING,Codechef
Your Name is Mine,NAME2,2028,31.35,https://www.codechef.com/problems/NAME2,Codechef
Splitting Candies,SPCANDY,2035,30.82,https://www.codechef.com/problems/SPCANDY,Codechef
Maximum Weight Difference,MAXDIFF,2102,32.03,https://www.codechef.com/problems/MAXDIFF,Codechef
Open the Dragon Scroll,DRAGNXOR,2140,59.75,https://www.codechef.com/problems/DRAGNXOR,Codechef
Little Elephant and Bombs,LEBOMBS,2190,35.42,https://www.codechef.com/problems/LEBOMBS,Codechef
Arranging Cup-cakes,RESQ,2190,46.12,https://www.codechef.com/problems/RESQ,Codechef
Subtraction Game 1,AMSGAME1,2213,45.53,https://www.codechef.com/problems/AMSGAME1,Codechef
Chef and Feedback,ERROR,2248,44.54,https://www.codechef.com/problems/ERROR,Codechef
Chef and The Right Triangles,RIGHTRI,2293,53.65,https://www.codechef.com/problems/RIGHTRI,Codechef
Top Batsmen,BESTBATS,2304,46.21,https://www.codechef.com/problems/BESTBATS,Codechef
Decreasing String,DECSTR,2508,32.86,https://www.codechef.com/problems/DECSTR,Codechef
Lucky lucky number,CHEFLUCK,2523,42.3,https://www.codechef.com/problems/CHEFLUCK,Codechef
Ups and Downs,ANUUND,2607,54.21,https://www.codechef.com/problems/ANUUND,Codechef
Hotel Bytelandia,HOTEL,2663,52.33,https://www.codechef.com/problems/HOTEL,Codechef
Number Game Revisited,NUMGAME2,2669,54.61,https://www.codechef.com/problems/NUMGAME2,Codechef
Little Elephant and Permutations,LEPERMUT,2679,61.76,https://www.codechef.com/problems/LEPERMUT,Codechef
Jewels and Stones,STONES,2778,42.19,https://www.codechef.com/problems/STONES,Codechef
GCD2,GCD2,2799,27,https://www.codechef.com/problems/GCD2,Codechef
The Best Box,J7,2799,62.42,https://www.codechef.com/problems/J7,Codechef
Discrepancies in the Voters List,VOTERS,2819,28.1,https://www.codechef.com/problems/VOTERS,Codechef
Permutation Cycles,PCYCLE,2873,42.77,https://www.codechef.com/problems/PCYCLE,Codechef
Buying Sweets,BUYING2,3161,46.76,https://www.codechef.com/problems/BUYING2,Codechef
Lapindromes,LAPIN,3220,53.92,https://www.codechef.com/problems/LAPIN,Codechef
Uncle Johny,JOHNY,3438,60.49,https://www.codechef.com/problems/JOHNY,Codechef
Carvans,CARVANS,3688,44.93,https://www.codechef.com/problems/CARVANS,Codechef
Coin Flip,CONFLIP,3723,52.01,https://www.codechef.com/problems/CONFLIP,Codechef
Birthday Candles,CANDLE,3996,24.21,https://www.codechef.com/problems/CANDLE,Codechef
Racing Horses,HORSES,4206,43.46,https://www.codechef.com/problems/HORSES,Codechef
Nuclear Reactors,NUKES,4445,31.86,https://www.codechef.com/problems/NUKES,Codechef
Buy1-Get1,BUY1GET1,4557,42.84,https://www.codechef.com/problems/BUY1GET1,Codechef
A Very Easy Problem!,EASYPROB,4672,53.68,https://www.codechef.com/problems/EASYPROB,Codechef
Paying up,MARCHA1,4929,36.56,https://www.codechef.com/problems/MARCHA1,Codechef
Cleaning Up,CLEANUP,5179,50.91,https://www.codechef.com/problems/CLEANUP,Codechef
Little Elephant and Candies,LECANDY,5283,53.95,https://www.codechef.com/problems/LECANDY,Codechef
Prime Palindromes,PRPALIN,6162,28.19,https://www.codechef.com/problems/PRPALIN,Codechef
Count of Maximum,MAXCOUNT,6566,35.6,https://www.codechef.com/problems/MAXCOUNT,Codechef
Ciel and A-B Problem,CIELAB,7302,46.66,https://www.codechef.com/problems/CIELAB,Codechef
Cooling Pies,COOLING,7913,41.17,https://www.codechef.com/problems/COOLING,Codechef
Yet Another Number Game,NUMGAME,8860,47,https://www.codechef.com/problems/NUMGAME,Codechef
Double Strings,DOUBLE,10403,59.33,https://www.codechef.com/problems/DOUBLE,Codechef
Holes in the text,HOLES,19217,37.95,https://www.codechef.com/problems/HOLES,Codechef
Name,Slug,Submissions,Accuracy,QuestionURL,Platform
Sorting device,MX,6,5.19,https://www.codechef.com/problems/MX,Codechef
The Turing Music Box,TMBOX,7,17.14,https://www.codechef.com/problems/TMBOX,Codechef
Social Cluster,SCLUSTER,8,55,https://www.codechef.com/problems/SCLUSTER,Codechef
Graphs in Euclidean Space,L2GRAPH,10,37.14,https://www.codechef.com/problems/L2GRAPH,Codechef
Bickering Cooks,BICKER,11,67.21,https://www.codechef.com/problems/BICKER,Codechef
Ambidextrous Chefs,AMBIDEX,11,39.53,https://www.codechef.com/problems/AMBIDEX,Codechef
Simultaneous Nim,SIMNIM,11,48.28,https://www.codechef.com/problems/SIMNIM,Codechef
Eastern Draughts,CHECKERS,11,35,https://www.codechef.com/problems/CHECKERS,Codechef
Sereja and Matrix Division,SEADIVM,11,46.81,https://www.codechef.com/problems/SEADIVM,Codechef
Best board fill,CX,12,43.75,https://www.codechef.com/problems/CX,Codechef
"Lights Off, Revisited!",EX,12,21.74,https://www.codechef.com/problems/EX,Codechef
The Amazing All-In-One Cooking Machine - Challenge,ALLINONE,12,60.87,https://www.codechef.com/problems/ALLINONE,Codechef
Table Tilt,TILT,12,42.86,https://www.codechef.com/problems/TILT,Codechef
Smart Chef vs Evil Chef,SMVSEVIL,12,40.48,https://www.codechef.com/problems/SMVSEVIL,Codechef
Embedding,EMBED,12,88.3,https://www.codechef.com/problems/EMBED,Codechef
Bytelandian Telecom,BYTELE,13,70,https://www.codechef.com/problems/BYTELE,Codechef
Park tour,KX,13,38.3,https://www.codechef.com/problems/KX,Codechef
The Best Tower,NX,13,20.63,https://www.codechef.com/problems/NX,Codechef
Rotation Puzzle,STORO,13,12.5,https://www.codechef.com/problems/STORO,Codechef
Delivering Bread,DELIVERY,13,71.75,https://www.codechef.com/problems/DELIVERY,Codechef
Mushroom Cave,CAVE,13,48.72,https://www.codechef.com/problems/CAVE,Codechef
Complex Spanning Tree,COMPLEXT,13,66.67,https://www.codechef.com/problems/COMPLEXT,Codechef
WordNinjas,WORDNINJ,13,84.62,https://www.codechef.com/problems/WORDNINJ,Codechef
The Malaysian Flight Search,ANUMFS,13,67.86,https://www.codechef.com/problems/ANUMFS,Codechef
Food Shortage in Byteland,BYTEFOOD,14,55.1,https://www.codechef.com/problems/BYTEFOOD,Codechef
The Burning City,BURNCITY,14,58.33,https://www.codechef.com/problems/BURNCITY,Codechef
The Game of Crosses & Crosses,CROSSES,14,66.67,https://www.codechef.com/problems/CROSSES,Codechef
Place the mines!,MARCHAX,14,56.25,https://www.codechef.com/problems/MARCHAX,Codechef
Bubbles,BX,14,35.71,https://www.codechef.com/problems/BX,Codechef
Pack the balls in a box!,DX,14,57.14,https://www.codechef.com/problems/DX,Codechef
Mosaic,GX,14,71.43,https://www.codechef.com/problems/GX,Codechef
Flood,FLOOD,14,44.74,https://www.codechef.com/problems/FLOOD,Codechef
Block Tower,BLOCKS,14,42.22,https://www.codechef.com/problems/BLOCKS,Codechef
Cake Production Line,CAKES,14,76.92,https://www.codechef.com/problems/CAKES,Codechef
Graph Challenge,GRAPHCH,14,65.38,https://www.codechef.com/problems/GRAPHCH,Codechef
Integer Combinations Of Vectors,INTCOMB,14,71.43,https://www.codechef.com/problems/INTCOMB,Codechef
Byteland Tours,TOURBUS,14,54.87,https://www.codechef.com/problems/TOURBUS,Codechef
Spinning Wheels,SPIN,15,72.73,https://www.codechef.com/problems/SPIN,Codechef
Tom And Jerry,TOMJERRY,16,50,https://www.codechef.com/problems/TOMJERRY,Codechef
Sereja and Snake,SEASNAKE,16,41.82,https://www.codechef.com/problems/SEASNAKE,Codechef
Maximum Difference Walk,MAXDIFFW,16,40,https://www.codechef.com/problems/MAXDIFFW,Codechef
Optimizing Production and Sales,FACTORY,17,52.38,https://www.codechef.com/problems/FACTORY,Codechef
DARTS501,DARTS,17,70,https://www.codechef.com/problems/DARTS,Codechef
Addition chains,ADDCHAIN,18,24.62,https://www.codechef.com/problems/ADDCHAIN,Codechef
Splitting Giant Subs,SPLIT,19,64.63,https://www.codechef.com/problems/SPLIT,Codechef
Sereja and Shuffling,SEASHUF,19,54.55,https://www.codechef.com/problems/SEASHUF,Codechef
The Secret Fellowship of Byteland,BFORG,20,24.51,https://www.codechef.com/problems/BFORG,Codechef
Coloring Colorable Graphs,THREECLR,20,40.54,https://www.codechef.com/problems/THREECLR,Codechef
Large Kitchen,KITCHEN,21,57.14,https://www.codechef.com/problems/KITCHEN,Codechef
Stepping Average,STEPAVG,22,61.19,https://www.codechef.com/problems/STEPAVG,Codechef
Forces in the crystal,HX,23,44.32,https://www.codechef.com/problems/HX,Codechef
Jigsaw Puzzle Solving,CHPUZZLE,24,49.59,https://www.codechef.com/problems/CHPUZZLE,Codechef
A Fence for Byteland,KILOWHAT,26,47.06,https://www.codechef.com/problems/KILOWHAT,Codechef
Kali and Devtas,KALKI,26,68.75,https://www.codechef.com/problems/KALKI,Codechef
Pricing Tollbooths,TOLLS,27,96.51,https://www.codechef.com/problems/TOLLS,Codechef
The Great Plain,LAND,28,55.96,https://www.codechef.com/problems/LAND,Codechef
Many Left,MANYLEFT,28,80.95,https://www.codechef.com/problems/MANYLEFT,Codechef
Crystals,FX,29,61.4,https://www.codechef.com/problems/FX,Codechef
Edit Distance on Grid,EDSTGRID,29,59.76,https://www.codechef.com/problems/EDSTGRID,Codechef
Closest Points,CLOSEST,30,29.75,https://www.codechef.com/problems/CLOSEST,Codechef
Fault Tolerance,FAULT,30,53.64,https://www.codechef.com/problems/FAULT,Codechef
Killing Gs,CKROACH,32,92.76,https://www.codechef.com/problems/CKROACH,Codechef
Art in Digital Age,SMPAINT,32,65.71,https://www.codechef.com/problems/SMPAINT,Codechef
Make It Zero 2,LMATRIX2,33,65.81,https://www.codechef.com/problems/LMATRIX2,Codechef
Sereja and Sorting,SEASOR,34,68.99,https://www.codechef.com/problems/SEASOR,Codechef
The Spelling Problem,SPELL,35,62.86,https://www.codechef.com/problems/SPELL,Codechef
Similar Graphs,SIMGRAPH,36,81.89,https://www.codechef.com/problems/SIMGRAPH,Codechef
Deleting numbers,DELNMS,36,67.11,https://www.codechef.com/problems/DELNMS,Codechef
Sereja and Sorting 2,SEASORT2,37,65.79,https://www.codechef.com/problems/SEASORT2,Codechef
