Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Matrix Dispute,matrix-dispute,...,,https://www.hackerearth.com/problem/algorithm/matrix-dispute/,Hackerearth,"                    Medium-Hard, Greedy, Sorting, Dynamic Programming, Algorithms",,
Comrades - III,comrades-iii,...,,https://www.hackerearth.com/problem/algorithm/comrades-iii/,Hackerearth,"                    Medium-Hard, DFS, Segment Trees, Algorithms",,
Shil and New Year Gift,shil-and-new-year-gift,...,,https://www.hackerearth.com/problem/algorithm/shil-and-new-year-gift/,Hackerearth,"                    Dynamic Programming, Bitmask, Medium, Algorithms",,
Candy Distribution 3,candy-distribution-3-1,...,,https://www.hackerearth.com/problem/algorithm/candy-distribution-3-1/,Hackerearth,"                    Medium, Combinatorics, Math",,
Intense love for mathematics,intense-love-for-mathematics,...,,https://www.hackerearth.com/problem/algorithm/intense-love-for-mathematics/,Hackerearth,"                    Ad-Hoc, Medium, Math",,
A Card Game,a-card-game,...,,https://www.hackerearth.com/problem/algorithm/a-card-game/,Hackerearth,"                    Medium, Math",,
Xor in Tree,xor-in-tree-1,...,,https://www.hackerearth.com/problem/algorithm/xor-in-tree-1/,Hackerearth,"                    Medium, Trees, Fenwick Tree, Data Structures",,
Equivalent Strings,equivalent-strings-1,...,,https://www.hackerearth.com/problem/algorithm/equivalent-strings-1/,Hackerearth,"                    Dynamic Programming, Medium, Math, Easy-Medium",,
Tree Coloring,tree-coloring,...,,https://www.hackerearth.com/problem/algorithm/tree-coloring/,Hackerearth,"                    Medium, Combinatorics, Trees, Dynamic Programming, Algorithms",,
Substring Queries,substring-queries,...,,https://www.hackerearth.com/problem/algorithm/substring-queries/,Hackerearth,"                    Medium, Two-pointer, Ad-Hoc, Algorithms",,
PK and interesting language,pk-and-interesting-language,...,,https://www.hackerearth.com/problem/algorithm/pk-and-interesting-language/,Hackerearth,"                    Matrix Exponentiation, Graph Theory, Easy-Medium, Algorithms",,
LADDER RIDE,ladder-ride-1,...,,https://www.hackerearth.com/problem/algorithm/ladder-ride-1/,Hackerearth,"                    Math, Easy-Medium",,
Little Ashish and his wife.,little-ashish-and-his-wife,...,,https://www.hackerearth.com/problem/algorithm/little-ashish-and-his-wife/,Hackerearth,"                    Easy, Algorithms",,
ICPC Team Management.,icpc-team-management,...,,https://www.hackerearth.com/problem/algorithm/icpc-team-management/,Hackerearth,"                    Ad-Hoc, Easy, Algorithms",,
Dhoom 4,dhoom-4,...,,https://www.hackerearth.com/problem/algorithm/dhoom-4/,Hackerearth,"                    Graph Theory, BFS, Math, Greedy, Easy-Medium, Algorithms",,
Prom Night,prom-night,...,,https://www.hackerearth.com/problem/algorithm/prom-night/,Hackerearth,"                    Sorting, Implementation, Easy, Algorithms",,
Number of R's,number-of-rs-1,...,,https://www.hackerearth.com/problem/algorithm/number-of-rs-1/,Hackerearth,"                    Dynamic Programming, Easy-Medium, Algorithms",,
Panda and XOR,panda-and-xor,...,,https://www.hackerearth.com/problem/algorithm/panda-and-xor/,Hackerearth,"                    Ad-Hoc, Easy-Medium, Dynamic Programming, Algorithms",,
Maximum AND ,maximum-and,...,,https://www.hackerearth.com/problem/algorithm/maximum-and/,Hackerearth,"                    Easy, Basic Programming",,
Brio and his House,brio-and-his-house-10,...,,https://www.hackerearth.com/problem/algorithm/brio-and-his-house-10/,Hackerearth,"                    circum-circle, Triangles, Easy, Basic-Programming",,
Ikshu's love for binary n...,ikshus-love-for-binary-numbers,...,,https://www.hackerearth.com/problem/algorithm/ikshus-love-for-binary-numbers/,Hackerearth,"                    Medium-Hard, Dynamic Programming, Algorithms",,
Ikshu and his class,ikshu-and-his-class-1,...,,https://www.hackerearth.com/problem/algorithm/ikshu-and-his-class-1/,Hackerearth,"                    DFS, Medium, Algorithms",,
Ikshu and his new year ma...,ikshu-and-his-new-year-matrix,...,,https://www.hackerearth.com/problem/algorithm/ikshu-and-his-new-year-matrix/,Hackerearth,"                    Sieve, Brute Force, Dynamic Programming",,
Ikshu and his machine gun,ikshu-and-his-machine-gun,...,,https://www.hackerearth.com/problem/algorithm/ikshu-and-his-machine-gun/,Hackerearth,"                    Ad-Hoc, Easy, Basic Programming",,
ABCD Strings,abcd-strings,...,,https://www.hackerearth.com/problem/algorithm/abcd-strings/,Hackerearth,"                    Graph Theory, Matrix Exponentiation, Hard, Recursion, Algorithms",,
Sum Of Products,sum-of-products,...,,https://www.hackerearth.com/problem/algorithm/sum-of-products/,Hackerearth,"                    Math, Number Theory, Medium",,
Painting The logo,painting-the-logo,...,,https://www.hackerearth.com/problem/algorithm/painting-the-logo/,Hackerearth,"                    Binary Search, Medium, Algorithms",,
Rahul's Logo,rahuls-logo,...,,https://www.hackerearth.com/problem/algorithm/rahuls-logo/,Hackerearth,"                    Implementation, Basic Programming, Easy",,
The Magician,the-magician-17,...,,https://www.hackerearth.com/problem/algorithm/the-magician-17/,Hackerearth,"                    Math, Hard",,
Jobs,jobs-25,...,,https://www.hackerearth.com/problem/algorithm/jobs-25/,Hackerearth,"                    Hard, Algorithms",,
String query,string-query-22,...,,https://www.hackerearth.com/problem/algorithm/string-query-22/,Hackerearth,"                    Implementation, Algorithms, Hard",,
Boolean Expressions,boolean-expressions-2,...,,https://www.hackerearth.com/problem/algorithm/boolean-expressions-2/,Hackerearth,"                    Dynamic Programming, Combinatorics, Medium",,
Inversions Revisited,inversions-revisited,...,,https://www.hackerearth.com/problem/algorithm/inversions-revisited/,Hackerearth,"                    BIT, Algorithms, Hard",,
Naughty Sid and SEV,naughty-sid-and-sev-6,...,,https://www.hackerearth.com/problem/algorithm/naughty-sid-and-sev-6/,Hackerearth,"                    Math, Easy",,
Tiles,tiles,...,,https://www.hackerearth.com/problem/algorithm/tiles/,Hackerearth,"                    Hard, Algorithms",,
Algorithmic Substring,algorithmic-substring,...,,https://www.hackerearth.com/problem/algorithm/algorithmic-substring/,Hackerearth,"                    Hard, Algorithms",,
Dogs and Cats,dogs-and-cats,...,,https://www.hackerearth.com/problem/algorithm/dogs-and-cats/,Hackerearth,"                    Math, Hard",,
Xor in Sequence,xor-in-sequence,...,,https://www.hackerearth.com/problem/algorithm/xor-in-sequence/,Hackerearth,                    Math,,
Sliding Puzzle,sliding-puzzle,...,,https://www.hackerearth.com/problem/approximate/sliding-puzzle/,Hackerearth,                    ,,
Little Deepu and Array,little-deepu-and-array,...,,https://www.hackerearth.com/problem/algorithm/little-deepu-and-array/,Hackerearth,"                    Medium, Algorithms",,
Andrew and Wengaluru City,andrew-and-wengaluru-city,...,,https://www.hackerearth.com/problem/algorithm/andrew-and-wengaluru-city/,Hackerearth,"                    Easy-Medium, Algorithms",,
Big P and Math,big-p-and-math-15,...,,https://www.hackerearth.com/problem/algorithm/big-p-and-math-15/,Hackerearth,"                    Easy, Basic Programming",,
Josh and Hotel,josh-and-hotel-2,...,,https://www.hackerearth.com/problem/algorithm/josh-and-hotel-2/,Hackerearth,"                    Easy, Basic Programming",,
The Power of Factorization,the-power-of-factorization-1,...,,https://www.hackerearth.com/problem/approximate/the-power-of-factorization-1/,Hackerearth,                    ,,
Beautiful Badges,beautiful-badges,...,,https://www.hackerearth.com/problem/algorithm/beautiful-badges/,Hackerearth,"                    Hard, Graph Theory, Algorithms, Matching",,
Parade,parade-4,...,,https://www.hackerearth.com/problem/algorithm/parade-4/,Hackerearth,"                    Algorithms, Medium",,
Oliver and the battle,oliver-and-the-battle-1,...,,https://www.hackerearth.com/problem/algorithm/oliver-and-the-battle-1/,Hackerearth,"                    Algorithms, DFS, BFS",,
Sherif and The BOMBS,sherif-and-the-bombs-7,...,,https://www.hackerearth.com/problem/algorithm/sherif-and-the-bombs-7/,Hackerearth,                    Easy,,
Help Raj play Table Tennis,help-raj-play-table-tennis,...,,https://www.hackerearth.com/problem/algorithm/help-raj-play-table-tennis/,Hackerearth,"                    Recursion, Trees, Medium, Dynamic Programming, Algorithms",,
Raj & his Slippers,raj-his-slippers,...,,https://www.hackerearth.com/problem/algorithm/raj-his-slippers/,Hackerearth,"                    Greedy, Algorithms, Easy-Medium",,
Count Numbers,count-numbers-7,...,,https://www.hackerearth.com/problem/algorithm/count-numbers-7/,Hackerearth,"                    Math, Algorithms, Medium",,
Christmas-Gamecon,christmas-gamecon,...,,https://www.hackerearth.com/problem/algorithm/christmas-gamecon/,Hackerearth,"                    Game Theory, Algorithms, Medium",,
Aniruddha And HackerEarth,aniruddha-and-hackerearth,...,,https://www.hackerearth.com/problem/algorithm/aniruddha-and-hackerearth/,Hackerearth,"                    Easy, Dynamic Programming, Algorithms",,
Bholu-The Pandit,bholu-the-pandit-1,...,,https://www.hackerearth.com/problem/algorithm/bholu-the-pandit-1/,Hackerearth,"                    Easy, Math",,
AltF4 and UV Strip,altf4-and-uv-strip,...,,https://www.hackerearth.com/problem/algorithm/altf4-and-uv-strip/,Hackerearth,"                    Hard, Algorithms",,
"AltF4, CtrlF4 and the Game",altf4-ctrlf4-and-the-game,...,,https://www.hackerearth.com/problem/algorithm/altf4-ctrlf4-and-the-game/,Hackerearth,"                    Hard, Algorithms",,
AltF4 and HackerEarth's P...,altf4-and-hackerearths-problem-setting,...,,https://www.hackerearth.com/problem/algorithm/altf4-and-hackerearths-problem-setting/,Hackerearth,                    ,,
AltF4 and Spinal Network,altf4-and-spinal-network,...,,https://www.hackerearth.com/problem/algorithm/altf4-and-spinal-network/,Hackerearth,                    ,,
AltF4 and the beetles,altf4-and-the-beetles,...,,https://www.hackerearth.com/problem/algorithm/altf4-and-the-beetles/,Hackerearth,                    ,,
Bowl 'Em Over,bowl-em-over-4,...,,https://www.hackerearth.com/problem/algorithm/bowl-em-over-4/,Hackerearth,"                    Medium, Simulation, Algorithms",,
Simple Math,simple-math-1,...,,https://www.hackerearth.com/problem/algorithm/simple-math-1/,Hackerearth,"                    Easy, Math",,
Dexter and Mandark,dexter-and-mandark-1,...,,https://www.hackerearth.com/problem/algorithm/dexter-and-mandark-1/,Hackerearth,"                    Algorithms, Medium, Completed",,
Haunted,haunted,...,,https://www.hackerearth.com/problem/algorithm/haunted/,Hackerearth,"                    Priority-Queue, Maps, Data-Structures, Easy",,
Alook and Magic Spells ,alook-and-magic-spells,...,,https://www.hackerearth.com/problem/algorithm/alook-and-magic-spells/,Hackerearth,                    ,,
Help the Avengers ,help-the-avengers-6,...,,https://www.hackerearth.com/problem/algorithm/help-the-avengers-6/,Hackerearth,                    ,,
Help Ruchi,help-ruchi-8,...,,https://www.hackerearth.com/problem/algorithm/help-ruchi-8/,Hackerearth,                    ,,
Factor Game,factor-game-5,...,,https://www.hackerearth.com/problem/algorithm/factor-game-5/,Hackerearth,                    ,,
3D Game Of Thrones,3d-game-of-thrones-10,...,,https://www.hackerearth.com/problem/algorithm/3d-game-of-thrones-10/,Hackerearth,                    ,,
Good Times Vs. Bad Times,good-times-vs-bad-times-3,...,,https://www.hackerearth.com/problem/algorithm/good-times-vs-bad-times-3/,Hackerearth,"                    Easy-medium, GCD, Ad-hoc, Math",,
Divide to three,divide-to-three-33,...,,https://www.hackerearth.com/problem/algorithm/divide-to-three-33/,Hackerearth,"                    Medium, Algorithms",,
Roy's Chocolates,roys-chocolates,...,,https://www.hackerearth.com/problem/approximate/roys-chocolates/,Hackerearth,                    Hard,,
Building the Wall Again,building-the-wall-again,...,,https://www.hackerearth.com/problem/approximate/building-the-wall-again/,Hackerearth,"                    Dynamic Programming, Hard",,
Gifts,gifts,...,,https://www.hackerearth.com/problem/algorithm/gifts/,Hackerearth,"                    Medium, Math",,
String's Awesomeness,strings-awesomeness,...,,https://www.hackerearth.com/problem/algorithm/strings-awesomeness/,Hackerearth,"                    Algorithms, Medium",,
Broken Amit,broken-amit,...,,https://www.hackerearth.com/problem/algorithm/broken-amit/,Hackerearth,"                    Dynamic Programming, Bitmask, Medium, Algorithms",,
The Array Walk,the-array-walk-8,...,,https://www.hackerearth.com/problem/algorithm/the-array-walk-8/,Hackerearth,"                    Math, Medium-Hard, Extended Euclid",,
RK String,rk-string,...,,https://www.hackerearth.com/problem/algorithm/rk-string/,Hackerearth,"                    String-Manipulation, Easy, Basic-Programming, Hashing",,
Road Demolishing,road-demolishing,...,,https://www.hackerearth.com/problem/algorithm/road-demolishing/,Hackerearth,"                    Graph Theory, Medium, Algorithms",,
Computing Salary,computing-salary,...,,https://www.hackerearth.com/problem/algorithm/computing-salary/,Hackerearth,"                    Combinatorics, Medium, Algorithms",,
Travelling Budget,travelling-budget,...,,https://www.hackerearth.com/problem/algorithm/travelling-budget/,Hackerearth,"                    Dynamic Programming, Easy, Algorithms",,
Tic Tac Toe,tic-tac-toe,...,,https://www.hackerearth.com/problem/algorithm/tic-tac-toe/,Hackerearth,"                    Combinatorics, Easy, Algorithms",,
Roy's Life Cycle,roys-life-cycle,...,,https://www.hackerearth.com/problem/algorithm/roys-life-cycle/,Hackerearth,"                    Easy, Implementation, Data Structures",,
Selection of Cities,selection-of-cities-2,...,,https://www.hackerearth.com/problem/algorithm/selection-of-cities-2/,Hackerearth,"                    Combinatorics, Easy, Math",,
Hunger Games,hunger-games,...,,https://www.hackerearth.com/problem/algorithm/hunger-games/,Hackerearth,"                    Math, Sorting, Easy, Algorithms",,
Counting Triangles,counting-triangles-4,...,,https://www.hackerearth.com/problem/algorithm/counting-triangles-4/,Hackerearth,"                    Hard, Basic Programming",,
Mehta And Subarrays,mehta-and-subarrays,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-subarrays/,Hackerearth,"                    Sorting, Dynamic Programming, Binary Search, Hard, Algorithms",,
Mehta And Mathematical Eq...,mehta-and-mathematical-equation,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-mathematical-equation/,Hackerearth,"                    Dynamic Programming, Bit manipulation, Hard, Algorithms",,
Mehta And The Boring Class,mehta-and-the-boring-class,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-the-boring-class/,Hackerearth,"                    Sieve, Math, Algorithms, Hard",,
"Aaryan, Subsequences And ...",aaryan-subsequences-and-great-xor,...,,https://www.hackerearth.com/problem/algorithm/aaryan-subsequences-and-great-xor/,Hackerearth,"                    Bit manipulation, Easy, Algorithms",,
Apple Picking 2,apple-picking-2,...,,https://www.hackerearth.com/problem/approximate/apple-picking-2/,Hackerearth,                    ,,
Grids Everywhere,grids-everywhere,...,,https://www.hackerearth.com/problem/algorithm/grids-everywhere/,Hackerearth,"                    Hard, Algorithms",,
Mehta and the needy friend,mehta-and-the-needy-friend,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-the-needy-friend/,Hackerearth,"                    Binary Search, Dynamic Programming, Hard, Algorithms",,
Xsquare and a Mathematica...,xsquare-and-a-mathematical-quest,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-a-mathematical-quest/,Hackerearth,"                    Number Theory, Dynamic Programming, Hard, Algorithms",,
Chemical Reaction,chemical-reaction,...,,https://www.hackerearth.com/problem/algorithm/chemical-reaction/,Hackerearth,"                    Data Structures, BIT, Algorithms, Medium",,
The SILLY SNAIL,the-silly-snail-3,...,,https://www.hackerearth.com/problem/algorithm/the-silly-snail-3/,Hackerearth,"                    Medium, Algorithms",,
I Demand Trial by Combat,i-demand-trial-by-combat-13,...,,https://www.hackerearth.com/problem/algorithm/i-demand-trial-by-combat-13/,Hackerearth,"                    Medium, Ad-Hoc, Data Structures",,
Passing the Parcel,passing-the-parcel,...,,https://www.hackerearth.com/problem/algorithm/passing-the-parcel/,Hackerearth,"                    Brute Force, Algorithms, Easy",,
Crushing Violence,crushing-violence,...,,https://www.hackerearth.com/problem/algorithm/crushing-violence/,Hackerearth,"                    Algorithms, Easy",,
Amazing Race.,amazing-race-3,...,,https://www.hackerearth.com/problem/algorithm/amazing-race-3/,Hackerearth,"                    Binary Search, Medium, Algorithms",,
THE FOOTBALL FEST,the-football-fest-6,...,,https://www.hackerearth.com/problem/algorithm/the-football-fest-6/,Hackerearth,"                    Stack, Implementation, Easy, Data Structures",,
BLACKBOX-2,blackbox-2-8,...,,https://www.hackerearth.com/problem/algorithm/blackbox-2-8/,Hackerearth,"                    Easy-Medium, Math, Medium",,
BOB -An Idiot!!,bob-an-idiot-11,...,,https://www.hackerearth.com/problem/algorithm/bob-an-idiot-11/,Hackerearth,"                    Hashing, Easy, Data Structures",,
Vada Pav List,vada-pav-list-3,...,,https://www.hackerearth.com/problem/algorithm/vada-pav-list-3/,Hackerearth,"                    Data Structures, Hashing, Easy-Medium",,
Friendless Dr. Sheldon Co...,friendless-dr-sheldon-cooper-14,...,,https://www.hackerearth.com/problem/algorithm/friendless-dr-sheldon-cooper-14/,Hackerearth,"                    Easy, Minimum Spanning Tree, Algorithms",,
Little Jhool and Brute Force,little-jhool-and-brute-force-18,...,,https://www.hackerearth.com/problem/algorithm/little-jhool-and-brute-force-18/,Hackerearth,"                    Brute Force, Easy-Medium, Easy, Basic Programming",,
Roy and Shopping,roy-and-shopping-20,...,,https://www.hackerearth.com/problem/algorithm/roy-and-shopping-20/,Hackerearth,"                    Easy, Math",,
Help out the Indian Army,help-out-the-indian-army,...,,https://www.hackerearth.com/problem/algorithm/help-out-the-indian-army/,Hackerearth,"                    Sorting, Hard, Algorithms",,
A game for soft-drinks,a-game-for-soft-drinks,...,,https://www.hackerearth.com/problem/algorithm/a-game-for-soft-drinks/,Hackerearth,"                    Dynamic Programming, Game Theory, Hard, Recursion, Memoization, Algorithms",,
Girlfriend's demands,girlfriends-demands,...,,https://www.hackerearth.com/problem/algorithm/girlfriends-demands/,Hackerearth,"                    Algorithms, Easy",,
Starting Game development,starting-game-development,...,,https://www.hackerearth.com/problem/algorithm/starting-game-development/,Hackerearth,"                    Hard, Algorithms",,
OZO'S EQUATIONS,ozos-equations-1,...,,https://www.hackerearth.com/problem/algorithm/ozos-equations-1/,Hackerearth,"                    Math, Medium",,
Roy and Trending Topics,roy-and-trending-topics-1,...,,https://www.hackerearth.com/problem/algorithm/roy-and-trending-topics-1/,Hackerearth,"                    Heap, Easy-Medium, Implementation, Sorting, Data Structures",,
A to B,a-to-b-1,...,,https://www.hackerearth.com/problem/algorithm/a-to-b-1/,Hackerearth,"                    Algorithms, Easy-Medium",,
 A TWO CARD GAME,a-two-card-game-1,...,,https://www.hackerearth.com/problem/algorithm/a-two-card-game-1/,Hackerearth,"                    Easy, Math, Probability",,
Gaming Triples,gaming-triples,...,,https://www.hackerearth.com/problem/algorithm/gaming-triples/,Hackerearth,"                    Hard, BIT, Algorithms",,
Ma5termind and Xor Minimi...,ma5termind-and-xor-minimization,...,,https://www.hackerearth.com/problem/algorithm/ma5termind-and-xor-minimization/,Hackerearth,"                    Trie, Hard, Data Structures",,
Ma5termind's Birthday Party,ma5terminds-birthday-party,...,,https://www.hackerearth.com/problem/algorithm/ma5terminds-birthday-party/,Hackerearth,"                    Sieve, Easy-Medium, Basic Programming",,
Fun With Sequences,fun-with-sequences,...,,https://www.hackerearth.com/problem/approximate/fun-with-sequences/,Hackerearth,"                    Easy, Basic Programming",,
ALS Ice Bucket Challenge,als-ice-bucket-challenge,...,,https://www.hackerearth.com/problem/approximate/als-ice-bucket-challenge/,Hackerearth,"                    Graph Theory, Hard",,
Glowing Bulbs,glowing-bulbs,...,,https://www.hackerearth.com/problem/algorithm/glowing-bulbs/,Hackerearth,"                    Hard, Algorithms",,
Apple Picking,apple-picking,...,,https://www.hackerearth.com/problem/algorithm/apple-picking/,Hackerearth,"                    Geometry, Hard, Algorithms",,
Mehta and the Bank Robbery,mehta-and-the-bank-robbery,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-the-bank-robbery/,Hackerearth,"                    Dynamic Programming, Greedy, Sorting, Hard, Algorithms",,
Little Monty and Fibonacci,little-monty-and-fibonacci-1,...,,https://www.hackerearth.com/problem/algorithm/little-monty-and-fibonacci-1/,Hackerearth,"                    Medium-Hard, Number Theory, Math, Algorithms",,
Earthland,earthland,...,,https://www.hackerearth.com/problem/algorithm/earthland/,Hackerearth,"                    Medium-Hard, Algorithms",,
To buy or not to buy,to-buy-or-not-to-buy-6,...,,https://www.hackerearth.com/problem/algorithm/to-buy-or-not-to-buy-6/,Hackerearth,"                    Algorithms, Medium",,
Rooms,rooms-1,...,,https://www.hackerearth.com/problem/algorithm/rooms-1/,Hackerearth,"                    Greedy, Priority Queue, Data Structures, Medium",,
Mirrors and Trees,mirrors-and-trees,...,,https://www.hackerearth.com/problem/algorithm/mirrors-and-trees/,Hackerearth,"                    Easy-Medium, Data Structures",,
Amazing Test,amazing-test,...,,https://www.hackerearth.com/problem/algorithm/amazing-test/,Hackerearth,"                    Dynamic Programming, Hard, Algorithms",,
Numbers of Interest 2,numbers-of-interest-2-1,...,,https://www.hackerearth.com/problem/algorithm/numbers-of-interest-2-1/,Hackerearth,"                    Math, Algorithms, Easy-Medium",,
The Door Closing Game,the-door-closing-game-5,...,,https://www.hackerearth.com/problem/algorithm/the-door-closing-game-5/,Hackerearth,"                    Easy-Medium, Game Theory, Algorithms",,
Ankit and Numbers,ankit-and-numbers-8,...,,https://www.hackerearth.com/problem/algorithm/ankit-and-numbers-8/,Hackerearth,"                    Easy, Basic Programming",,
ANDI AND BOB,andi-and-bob-4,...,,https://www.hackerearth.com/problem/algorithm/andi-and-bob-4/,Hackerearth,"                    Algorithms, Medium",,
Big P and Punishment,big-p-and-punishment-5,...,,https://www.hackerearth.com/problem/algorithm/big-p-and-punishment-5/,Hackerearth,"                    DFS, Algorithms, Medium",,
Brio and House - 2,brio-and-house-2-1,...,,https://www.hackerearth.com/problem/algorithm/brio-and-house-2-1/,Hackerearth,"                    Easy, Math",,
End Game,end-game,...,,https://www.hackerearth.com/problem/algorithm/end-game/,Hackerearth,"                    Algorithms, Math, Easy-Medium",,
Even Odd,even-odd-5,...,,https://www.hackerearth.com/problem/algorithm/even-odd-5/,Hackerearth,"                    Easy-Medium, Basic Programming",,
Distinct Digits I,distinct-digits-i-6,...,,https://www.hackerearth.com/problem/algorithm/distinct-digits-i-6/,Hackerearth,"                    BIT, Medium, Medium-Hard, Algorithms",,
The Amazing Race,the-amazing-race-1,...,,https://www.hackerearth.com/problem/algorithm/the-amazing-race-1/,Hackerearth,"                    Data Structures, Easy-Medium",,
Delicious Prize,delicious-prize-8,...,,https://www.hackerearth.com/problem/algorithm/delicious-prize-8/,Hackerearth,"                    Easy, Data Structures",,
Power of Twos,power-of-twos-1,...,,https://www.hackerearth.com/problem/algorithm/power-of-twos-1/,Hackerearth,"                    Algorithms, Medium",,
Productive productivity,productive-productivity,...,,https://www.hackerearth.com/problem/algorithm/productive-productivity/,Hackerearth,"                    Algorithms, Medium",,
Alien language,alien-language,...,,https://www.hackerearth.com/problem/algorithm/alien-language/,Hackerearth,"                    Basic Programming, Easy",,
Crazy kangaroo,crazy-kangaroo,...,,https://www.hackerearth.com/problem/algorithm/crazy-kangaroo/,Hackerearth,"                    Math, Easy",,
Super Power Of 2s,super-power-of-2s-2,...,,https://www.hackerearth.com/problem/algorithm/super-power-of-2s-2/,Hackerearth,"                    Hard, Data Structures",,
Kth Shortest Path,kth-shortest-path,...,,https://www.hackerearth.com/problem/algorithm/kth-shortest-path/,Hackerearth,"                    Hard, Algorithms",,
John and the Ladder of Odds,john-and-the-ladder-of-odds-1,...,,https://www.hackerearth.com/problem/algorithm/john-and-the-ladder-of-odds-1/,Hackerearth,"                    Hard, Matrix Exponentiation, Algorithms",,
So Random,so-random,...,,https://www.hackerearth.com/problem/algorithm/so-random/,Hackerearth,"                    Probability, Math, Easy-Medium",,
Find The Ring,find-the-ring,...,,https://www.hackerearth.com/problem/algorithm/find-the-ring/,Hackerearth,"                    Easy, Math",,
Pilgrims and Portals,pilgrims-and-portals,...,,https://www.hackerearth.com/problem/algorithm/pilgrims-and-portals/,Hackerearth,"                    Floyd Warshall, Dijkstra, Minimum Spanning Tree, Algorithms, Hard",,
Ashish and Binary Matrix,ashish-and-binary-matrix-1,...,,https://www.hackerearth.com/problem/algorithm/ashish-and-binary-matrix-1/,Hackerearth,"                    Math, Ad-Hoc, Easy-Medium",,
Googly sum,googly-sum-1,...,,https://www.hackerearth.com/problem/algorithm/googly-sum-1/,Hackerearth,"                    Ad-Hoc, Hard, Algorithms",,
NOBITA AND STRING,nobita-and-string-4,...,,https://www.hackerearth.com/problem/algorithm/nobita-and-string-4/,Hackerearth,"                    Implementation, Easy, Data Structures",,
Karan and Trees,karan-and-trees,...,,https://www.hackerearth.com/problem/algorithm/karan-and-trees/,Hackerearth,"                    Basic Programming, Easy, Binary Tree",,
Karan and Strings,karan-and-strings,...,,https://www.hackerearth.com/problem/algorithm/karan-and-strings/,Hackerearth,"                    Basic Programming, Easy",,
IOI 2050,ioi-2050-2,...,,https://www.hackerearth.com/problem/algorithm/ioi-2050-2/,Hackerearth,"                    Minimum Spanning Tree, DFS, Hard, BFS, Algorithms",,
Triangular Ranges,triangular-ranges-2,...,,https://www.hackerearth.com/problem/algorithm/triangular-ranges-2/,Hackerearth,"                    Binary Search, Algorithms, Easy",,
Connecting Boxes,connecting-boxes-1,...,,https://www.hackerearth.com/problem/algorithm/connecting-boxes-1/,Hackerearth,"                    Algorithms, Easy",,
Count Enemies,count-enemies-5,...,,https://www.hackerearth.com/problem/algorithm/count-enemies-5/,Hackerearth,"                    Easy, Basic Programming",,
Karan and Prime Numbers,karan-and-prime-numbers,...,,https://www.hackerearth.com/problem/algorithm/karan-and-prime-numbers/,Hackerearth,"                    Basic Programming, Easy",,
Noodle Jump,noodle-jump,...,,https://www.hackerearth.com/problem/algorithm/noodle-jump/,Hackerearth,"                    Basic Programming, Easy",,
Quantum and Divisibility ,quantum-and-divisibility-2,...,,https://www.hackerearth.com/problem/algorithm/quantum-and-divisibility-2/,Hackerearth,"                    Hard, Math, Prime Factorization",,
Nice Arches,nice-arches-1,...,,https://www.hackerearth.com/problem/algorithm/nice-arches-1/,Hackerearth,"                    Ad-Hoc, Stack, Basic Programming, Hard",,
Aniruddha's Queue,aniruddhas-queue-4,...,,https://www.hackerearth.com/problem/algorithm/aniruddhas-queue-4/,Hackerearth,"                    Basic Programming, Hard",,
Karan and his Sticker Col...,karan-and-his-sticker-collection,...,,https://www.hackerearth.com/problem/algorithm/karan-and-his-sticker-collection/,Hackerearth,"                    Basic Programming, Easy",,
Magic Fractions,magic-fractions,...,,https://www.hackerearth.com/problem/algorithm/magic-fractions/,Hackerearth,                    ,,
A New Order,a-new-order,...,,https://www.hackerearth.com/problem/algorithm/a-new-order/,Hackerearth,                    ,,
Packers N' Movers,packers-n-movers,...,,https://www.hackerearth.com/problem/algorithm/packers-n-movers/,Hackerearth,                    ,,
Robots and Energy,robots-and-energy-2,...,,https://www.hackerearth.com/problem/algorithm/robots-and-energy-2/,Hackerearth,"                    Hard, Algorithms, Dynamic Programming, Matrix Exponentiation",,
Building the wall,building-the-wall-2,...,,https://www.hackerearth.com/problem/algorithm/building-the-wall-2/,Hackerearth,"                    Dynamic Programming, Hard, Algorithms",,
Aaryan and the Magical Nu...,aaryan-and-the-magical-numbers-2,...,,https://www.hackerearth.com/problem/algorithm/aaryan-and-the-magical-numbers-2/,Hackerearth,"                    Dynamic Programming, Hard, Math",,
Mehta and the Tricky Trip...,mehta-and-the-tricky-triplets,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-the-tricky-triplets/,Hackerearth,"                    Dynamic Programming, Math, Bit manipulation, Medium",,
The Xperiment,the-xperiment,...,,https://www.hackerearth.com/problem/approximate/the-xperiment/,Hackerearth,"                    Number Theory, Hard",,
Supertables,supertables-3,...,,https://www.hackerearth.com/problem/algorithm/supertables-3/,Hackerearth,"                    Math, Binary Search, Medium",,
